type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Current_measured_delta,Current_measured_max,Current_measured_mean,Current_measured_min,Current_measured_slope,Current_measured_std,Sense_current_delta,Sense_current_max,Sense_current_mean,Sense_current_min,Sense_current_slope,Sense_current_std,Temperature_measured_delta,Temperature_measured_max,Temperature_measured_mean,Temperature_measured_min,Temperature_measured_slope,Temperature_measured_std,Time_delta,Time_max,Time_mean,Time_min,Time_slope,Time_std,Voltage_measured_delta,Voltage_measured_max,Voltage_measured_mean,Voltage_measured_min,Voltage_measured_slope,Voltage_measured_std,SoH_%,SoC_Progress_%
discharge,[2008.       4.       4.      17.      56.      27.609],24,B0005,24,25,00025.csv,1.8142019357673917,,,-2.215137047799549e-05,0.00236452370176732,-1.872968810287894,-2.016851865845563,0.002891463962506246,0.5116979707844124,,,,,,,10.848631647140781,38.52197451768004,32.36407129853099,24.74037188089418,0.06109905018566262,3.3635991447660745,3491.016,3491.016,1717.784090909091,0.0,18.712813263647007,1010.2199929997444,-0.8936763878032288,4.189876247266316,3.559759220648976,2.64956413267546,-0.003959330762555244,0.22886185175957943,97.72228539894279,92.36179246000442
charge,[2008.       4.       4.      19.       5.      19.234],24,B0005,25,26,00026.csv,,,,-0.0033492172537187915,1.5187305848630464,0.9671176035785914,-3.4380894291317374,-0.002143879583298039,0.6616228729345399,,,,,,,-5.088252305363007,30.05302011094364,26.870618187745674,24.582626408111885,-0.004040812968403701,1.4296559397124045,9952.359,9952.359,3485.093736842105,0.0,10.776051264127197,2919.1382637990882,0.796656648980786,4.212724851227894,4.054612747973269,3.092615790717664,0.0006012087962085954,0.17368701217979385,,
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,B0005,26,27,00027.csv,1.8137521577549054,,,-0.002330816908778832,0.0018583785527610795,-1.8826095043160833,-2.016393908986775,0.0026137674439157222,0.4942824152307196,,,,,,,11.224633355372834,38.582485834057856,32.3181954403762,24.733107699311514,0.06174268284267596,3.3739283176724415,3470.281,3470.281,1708.225698924731,0.0,18.705742951853008,1004.4323400967976,-0.9175293792352033,4.189286794768804,3.558081969139198,2.5724981777366227,-0.004052052738905855,0.23460775776275253,97.69805803238793,91.67506388319741
charge,[2008.       4.       4.      23.      10.      25.421],24,B0005,27,28,00028.csv,,,,-0.0019562628475306883,1.516640506364978,0.9281364622466176,-3.4334448239833244,-0.002130245544484486,0.67558220466249,,,,,,,-5.611340224001129,30.168468843680714,26.738987031481408,24.46895730598046,-0.004302721644615657,1.5083652386093211,10758.031000000003,10758.031000000003,3764.170446898002,0.0,11.205735859359844,3166.295960996834,0.8081888863215339,4.213057848582499,4.059265909682025,3.082964486167869,0.000567424187004585,0.17353544509135382,,
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,B0005,28,29,00029.csv,1.8134404914735822,,,-0.0014644944550585078,0.0022664654273509715,-1.882536787636365,-2.0158117255163046,0.0026156763204298115,0.49428703573729343,,,,,,,11.421626290326273,38.520294134873915,32.15709029211502,24.44798340505406,0.06269684893772647,3.426023279669047,3470.0,3470.0,1707.6932258064517,0.0,18.70537368349892,1004.4153929688002,-0.9239826818077028,4.188837765892728,3.555692244172496,2.5249886697730286,-0.004090009641403406,0.237911318298918,97.68127007692816,90.98850556054362
charge,[2008.       4.       5.       3.      28.      57.234],24,B0005,29,30,00030.csv,,,,-0.0013390676168786493,1.5169693958592914,0.9687280220511734,-3.432001975216655,-0.0021430888960558385,0.6608500283156388,,,,,,,-5.330478280542906,30.06078601207466,26.692190227813647,24.320043101365826,-0.004285570863495429,1.4804254427478445,9921.75,9921.75,3475.6279758507135,0.0,10.756299861581889,2910.4951103224143,0.8128491103594637,4.213191057068328,4.053495431054621,3.0770823404741723,0.0006082522019878267,0.1758569073795974,,
discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,B0005,30,31,00031.csv,1.8025980036306504,,,0.002374224325180566,0.001319946437255823,-1.8817935155260215,-2.0193509920362724,0.0026392220606664104,0.49541451927035984,,,,,,,11.059924568016712,38.21358592965045,32.04407000314609,24.463097121123557,0.06180074530528259,3.360458061989185,3450.297,3450.297,1698.3709945945948,0.0,18.701770194458142,998.8219189056,-0.8799991002501621,4.189110301768517,3.562746818017503,2.694621861688723,-0.003930116438719597,0.22392608690207388,97.09723768751647,90.30206521270708
charge,[2008.       4.       5.       7.      33.      12.734],24,B0005,31,32,00032.csv,,,,-7.035334486871073e-05,1.5155189973310466,0.9622055340791629,-3.482051074636857,-0.002147831213410286,0.6631283952602673,,,,,,,-5.278840872078465,29.84105303532721,26.563313470921162,24.209464138213455,-0.004247994312885855,1.4715302557199637,10000.25,10000.25,3498.664772428884,0.0,10.80212727895868,2933.061361985603,0.7777843908431463,4.212768567166564,4.057009589497505,3.1099815648289453,0.0005908167966838,0.17099975080956364,,
discharge,[2008.       4.       5.      10.      30.      32.312],24,B0005,32,33,00033.csv,1.80210690024615,,,-0.0038978438673519175,0.0030782527761262007,-1.8921861285036712,-2.0164420273602586,0.0023461845274508203,0.4770160473926998,,,,,,,11.484895762603902,38.1983618706913,31.931593674911532,24.32051139249706,0.06267963168348628,3.385244667118977,3429.407,3429.407,1688.5975869565218,0.0,18.684150933328198,992.4845188491734,-0.9010630201720544,4.18921207304098,3.5614521756489204,2.64010141737067,-0.004003889147668626,0.22796979172772144,97.07078432300706,89.61972906413229
charge,[2008.      4.      5.     11.     38.     22.14],24,B0005,33,34,00034.csv,,,,0.007336422204481595,1.517095395882731,0.9646896474341132,-3.4790104488850004,-0.0021482222369372615,0.6617435115067636,,,,,,,-5.242591134319717,29.90236309006016,26.52595276450022,24.162156462647953,-0.004362261137139803,1.4901263410527419,9936.031,9936.031,3479.2100944017566,0.0,10.772641473929905,2915.167196697355,0.7823381980248048,4.21291099996523,4.056509050138727,3.1054460082871422,0.0005964508347909542,0.17191885180016153,,
discharge,[2008.       4.       5.      14.      34.      41.468],24,B0005,34,35,00035.csv,1.802579500826209,,,-0.000671475831259609,0.0009018486465400538,-1.9027629207037406,-2.016465255161054,0.002041098427048328,0.4571130109358775,,,,,,,11.879883795251565,38.31926916027133,31.941655359029298,24.357321702352365,0.06337793194792132,3.4008083552683144,3409.484,3409.484,1679.5417049180328,0.0,18.68460171492798,987.1101243922666,-0.9281458685245871,4.188899969428112,3.5603420474985823,2.5739035098380962,-0.00408894687125227,0.23297600498562532,97.09624103091467,88.93757881257461
charge,[2008.       4.       5.      15.      42.      11.531],24,B0005,35,36,00036.csv,,,,-0.0026247394650812357,1.5164629383150432,0.962272056961881,-3.461446831236046,-0.002149302133706351,0.6627399317176162,,,,,,,-5.506633991869872,30.108307461804788,26.591676949772925,24.228713761357017,-0.00443625234266135,1.506893350814015,9989.532,9989.532,3494.519451259584,0.0,10.800450257638555,2929.1418620104228,0.7913679245956948,4.213175415157681,4.055991881873581,3.098521142673477,0.0005970680746654217,0.1729293721049914,,
discharge,[2008.       4.       5.      18.      39.      25.218],24,B0005,36,37,00037.csv,1.8030683142834096,,,-9.71479600436944e-05,-0.00044812397487015555,-1.9133470605822436,-2.0181069603406625,0.0017307173135019042,0.4358942318853322,,,,,,,12.319797328444299,38.4787542519308,31.965008645476725,24.382419922756025,0.06401929123408105,3.414795247499799,3390.422,3390.422,1670.3903406593408,0.0,18.6835345998083,981.6587545966671,-0.9593129780723806,4.188779799856791,3.5591189041401865,2.4942396831720126,-0.004176890798031462,0.23873643876806222,97.12257104811376,88.2552496678533
charge,[2008.       4.       5.      19.      46.      36.125],24,B0005,37,38,00038.csv,,,,-0.001060031798249059,1.5161161861598926,0.9537153567418096,-3.450379445041623,-0.0021461910601810862,0.6658522874612643,,,,,,,-5.789963347167475,30.32132377942574,26.645032205307864,24.241843287727786,-0.004611395491988031,1.5512388467081693,10158.782,10158.782,3554.9388188720172,0.0,10.8873541194445,2982.021875809138,0.8020955208414153,4.212972694840331,4.056478346718693,3.089171188226161,0.0005922426857672361,0.17396574099359602,,
discharge,[2008.       4.       5.      22.      46.      35.484],24,B0005,38,39,00039.csv,1.8027776247196041,,,-0.00046981358180404626,0.002337558709004184,-1.9131602105481538,-2.0170254305215485,0.0017338231484967546,0.43619046586394566,,,,,,,12.417460518257183,38.54659017774874,31.966241678512723,24.355030419469987,0.06437946729472084,3.433369080629228,3390.281,3390.281,1669.7937802197803,0.0,18.681123673898785,981.5355016636349,-0.9648936966571422,4.189272591516219,3.557886771846508,2.4556793246645583,-0.004208936424724468,0.24145031412156678,97.1069130069902,87.57273549291945
charge,[2008.      4.     18.     17.     34.     22.89],24,B0005,39,40,00040.csv,,,,0.0010169951995747499,1.5167316228940972,0.9411642330468534,-3.646980102654795,-0.002140220042922084,0.6702007110685609,,,,,,,0.5113507164768691,29.01875034428269,25.663244609650953,24.19543355059427,0.0009360325202009548,1.3382356450143664,10289.312,10289.312,3616.7048488745977,0.0,10.917214224428378,3023.4103855341723,0.6087296299456897,4.212806303346363,4.079851333950047,3.235784344365443,0.00048407476604107235,0.14219594709490554,,
impedance,[2008.       4.      18.      20.      55.      29.859],24,B0005,40,41,00041.csv,,0.04466870036616091,0.06945627304536996,,,,,,,(803.9055786132812+443.0232238769531j),(914.6620483398438+120.36454010009766j),(811.1766573588053-24.673830449581146j),(-1+1j),,152.4836479818757,,,,,,,,,,,,,,,,,,,,
discharge,[2008.       4.      18.      21.      10.      19.796],24,B0005,41,42,00042.csv,1.8470259949329193,,,0.0035688412042825875,0.005955165804640151,-1.8553455745575975,-2.01684718332263,0.0033227494020723683,0.5400579358950733,,,,,,,10.376104369035353,38.44749852224995,32.37143341978575,24.549424447285215,0.05905095381494213,3.358265608227543,3591.734,3591.734,1765.5130781249998,0.0,18.740958928159678,1038.7993317937517,-0.928873728400041,4.187614060563439,3.5520375235511907,2.632142800798914,-0.003941977763752906,0.23416563071224794,99.49035873989017,86.89033135250078
impedance,[2008.       4.      18.      22.      39.      16.312],24,B0005,42,43,00043.csv,,0.04668700162486933,0.07627474098530587,,,,,,,(807.7503662109375+443.74169921875j),(915.69140625-2.482121467590332j),(809.8236757914225-24.10476313034693j),(-1+1j),,154.56339407763087,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      18.      22.      53.      58.343],24,B0005,43,44,00044.csv,,,,-0.001531964694213279,1.5153264287158423,0.9612867786553304,-3.398836643486512,-0.0021231506421366592,0.6650675616811264,,,,,,,-0.1430518193274679,29.356471957843606,26.015018000119397,24.71458123416169,0.0009423455961047579,1.278151867514506,10283.077999999994,10283.077999999994,3597.4414412081983,0.0,10.956723911141342,3017.2130157024712,0.7989886681639642,4.213442172806784,4.057903790387567,3.0683685778510936,0.0005779109810597728,0.17012466194223858,,
impedance,[2.0080e+03 4.0000e+00 1.9000e+01 2.0000e+00 1.4000e+01 2.7015e+01],24,B0005,44,45,00045.csv,,0.044843430573346096,0.0679720560130687,,,,,,,(801.0889282226562+443.1904296875j),(915.2378540039062+118.93087005615234j),(810.4959462483723-25.16543318827947j),(-1+1j),,152.46912692398422,,,,,,,,,,,,,,,,,,,,
discharge,[2008    4   19    2   29    9],24,B0005,45,46,00046.csv,1.847417311283644,,,0.0034901309483499343,0.0016182635202416972,-1.8746995273150975,-2.016190951623346,0.002800868945448093,0.5078881766945342,,,,,,,11.14671269463825,38.992275791716615,32.70024990461686,24.917503693363493,0.06106858656705929,3.4144547200965945,3552.297,3552.297,1746.6842315789472,0.0,18.734817962882776,1027.6393163646828,-0.9695825663126341,4.1876287811083985,3.5525668436897124,2.5027764692056795,-0.004100429441462834,0.2441722414090925,99.5114370594272,86.19117790777175
impedance,[2008.       4.      19.       3.      57.      24.187],24,B0005,46,47,00047.csv,,0.04619468955099375,0.07453388918437964,,,,,,,(805.3963012695312+443.54931640625j),(915.9873046875+115.39527893066406j),(809.4750620524088-24.098861157894135j),(-1+1j),,153.7164889313315,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      19.       4.      12.       6.343],24,B0005,47,48,00048.csv,,,,-0.003796560124983471,1.516710708987509,0.963212383695507,-3.4078891045691866,-0.0021303611001406435,0.665728111520913,,,,,,,-0.8678967560331934,29.32754285404437,26.09181445728815,24.720199951723636,-8.107363782383607e-06,1.2294514976829733,10281.39,10281.39,3590.074474025974,0.0,10.985394138818927,3016.4184210202598,0.8068474787073567,4.212832102518414,4.056383883924776,3.062344528295997,0.0005849738888387012,0.17164404642546613,,
impedance,[2008.       4.      19.       7.      32.      33.656],24,B0005,48,49,00049.csv,,0.04510114851143001,0.06852832896000328,,,,,,,(798.63916015625+446.87200927734375j),(914.9003295898438+122.41281127929688j),(810.9232317606608-25.337552309036255j),(-1+1j),,152.706990856995,,,,,,,,,,,,,,,,,,,,
discharge,[2008.       4.      19.       7.      47.      15.703],24,B0005,49,50,00050.csv,1.8361774213478947,,,-0.0012695047288158233,0.002519215784369448,-1.873827212788385,-2.016760348146938,0.0028300325358197294,0.5090210348494151,,,,,,,11.005353173718877,38.51424197364312,32.32266411829938,24.56596639952811,0.061010763645168546,3.395181230789341,3531.578,3531.578,1737.6627513227513,0.0,18.729401276240253,1021.9289708064709,-0.9301375994731527,4.187447226312926,3.556794038327039,2.617507742871704,-0.003978939821008715,0.23311973567394634,98.90599854098058,85.49187633834097
impedance,[2008.       4.      19.       9.      15.      10.453],24,B0005,50,51,00051.csv,,0.04599074473076839,0.07342664108773311,,,,,,,(804.3710327148438+444.3365173339844j),(915.3085327148438+115.32273864746094j),(808.6212679545084-23.905257483323414j),(-1+1j),,154.03846361526936,,,,,,,,,,,,,,,,,,,,
